Prompt,Model,Code,Kappa_SE,Kappa_CI_Lower,Kappa_CI_Upper
TalkMoves_Teacher_OneShot,openai.gpt-5,Revoicing,0.015941105874926607,0.1835895564008201,0.24545558428783834
TalkMoves_Teacher_OneShot,openai.gpt-5,Pressing for Accuracy,0.00869285366441092,0.553700158557481,0.5874818998340996
TalkMoves_Teacher_OneShot,openai.gpt-5,Pressing for Reasoning,0.013439724090015634,0.26295033332406836,0.3154378634125572
TalkMoves_Teacher_OneShot,openai.o3,None,0.005965375355612634,0.5339262702322419,0.5576783859844023
TalkMoves_Teacher_OneShot,openai.o3,Keeping Everyone Together,0.008228003323494245,0.12418795345286326,0.1567322321520665
TalkMoves_Teacher_OneShot,openai.o3,Getting Students to Relate to Another's Ideas,0.023302643905165087,0.526958534275319,0.6201785570171946
TalkMoves_Teacher_OneShot,openai.o3,Restating,0.02542592511290506,0.229582386164021,0.3303042258554923
TalkMoves_Teacher_OneShot,openai.o3,Revoicing,0.016785091172342576,0.19161484109611893,0.25896791733629115
TalkMoves_Teacher_OneShot,openai.o3,Pressing for Accuracy,0.008554327110511134,0.5203564972028076,0.5534720209244559
TalkMoves_Teacher_OneShot,openai.o3,Pressing for Reasoning,0.013045256342880273,0.23425939621647915,0.2855186165377346
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,None,0.005991662369811122,0.4697543309957275,0.4927184860157228
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,Keeping Everyone Together,0.007211210874744976,0.06208589817678941,0.09056434885601915
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,Getting Students to Relate to Another's Ideas,0.025622936766346843,0.4452858413301011,0.5501406850891528
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,Restating,0.02367214406781603,0.27146345522052706,0.36482452248342034
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,Revoicing,0.01621869780209033,0.17026392079627312,0.23486545834818745
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,Pressing for Accuracy,0.009522975479218572,0.39876644360356855,0.4366066916838866
TalkMoves_Teacher_ZeroShot,anthropic.claude-4.5-sonnet,Pressing for Reasoning,0.012951984768163637,0.23015709359178224,0.2809613230885723
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,None,0.006518853989545372,0.46780964347893567,0.4932520466790937
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,Keeping Everyone Together,0.006885492579847824,0.0456467228420108,0.07385156685471185
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,Getting Students to Relate to Another's Ideas,0.0273445065955988,0.46153426363648264,0.565748744567923
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,Restating,0.022243013312647324,0.31756808001328485,0.40273265281197246
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,Revoicing,0.01607199502087127,0.1952438916262282,0.25981925095194885
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,Pressing for Accuracy,0.009322167681620627,0.4372913755454361,0.4745727983961892
TalkMoves_Teacher_ZeroShot,google.gemini-2.5-pro,Pressing for Reasoning,0.01350605862755743,0.23461981272740148,0.28941123655094403
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,None,0.006161589001694144,0.5249918222506321,0.5482235915865887
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,Keeping Everyone Together,0.0074934524061656795,0.06708732806418355,0.09779153591829738
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,Getting Students to Relate to Another's Ideas,0.02509190520646771,0.49516372895218647,0.5906379402240808
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,Restating,0.025860862339466176,0.25281638274121615,0.3523064130795981
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,Revoicing,0.018415124930572287,0.17223218675087437,0.2423765299363858
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,Pressing for Accuracy,0.008058985140412379,0.5983261020580596,0.6298401500532504
TalkMoves_Teacher_ZeroShot,google.gemini-3-pro-preview,Pressing for Reasoning,0.014751106122072513,0.2677338628116218,0.3256755396710874
TalkMoves_Teacher_ZeroShot,openai.gpt-5,None,0.005955042983091882,0.5191116061065254,0.5425901219241241
TalkMoves_Teacher_ZeroShot,openai.gpt-5,Keeping Everyone Together,0.007662874219296789,0.07340253627887987,0.10350775720833442
TalkMoves_Teacher_ZeroShot,openai.gpt-5,Getting Students to Relate to Another's Ideas,0.02277364766628923,0.5346110425503952,0.6235866873945242
TalkMoves_Teacher_ZeroShot,openai.gpt-5,Restating,0.026487067398694435,0.209161354595749,0.31334644717260146
TalkMoves_Teacher_ZeroShot,openai.gpt-5,Revoicing,0.01646530738723232,0.17510656186285442,0.23899516790620673
TalkMoves_Teacher_ZeroShot,openai.gpt-5,Pressing for Accuracy,0.008299767266807416,0.5635988230185619,0.5964145065405164
TalkMoves_Teacher_ZeroShot,openai.gpt-5,Pressing for Reasoning,0.01379666028416407,0.26233824013838,0.3181083248349281
TalkMoves_Teacher_ZeroShot,openai.o3,None,0.005891147920959812,0.5447711260439115,0.5686247508281309
TalkMoves_Teacher_ZeroShot,openai.o3,Keeping Everyone Together,0.008487060880645575,0.1515951098590076,0.18576946793305638
TalkMoves_Teacher_ZeroShot,openai.o3,Getting Students to Relate to Another's Ideas,0.02186823761680847,0.535272778769285,0.6191322683057068
TalkMoves_Teacher_ZeroShot,openai.o3,Restating,0.024407870678567947,0.21574041411903427,0.3079320707426959
TalkMoves_Teacher_ZeroShot,openai.o3,Revoicing,0.016587260154681087,0.20037734659354672,0.2620367466245478
TalkMoves_Teacher_ZeroShot,openai.o3,Pressing for Accuracy,0.008525781451218278,0.5282193173600386,0.561691520815139
TalkMoves_Teacher_ZeroShot,openai.o3,Pressing for Reasoning,0.012179198914592073,0.2249513500605496,0.27522251491065514
